Author,Paragraph
"Barrie, J. M. (James Matthew)","                                      PAGE.
JAMES MATTHEW BARRIE,                    15"
"Baum, L. Frank (Lyman Frank)","But the fishes were the most interesting of all. Some were big and
lazy, floating slowly along or lying at rest with just their fins
waving. Many with big round eyes looked full at the girl as she watched
them and Dorothy wondered if they could hear her through the glass if
she spoke to them. In Oz, where all the animals and birds can talk,
many fishes are able to talk also, but usually they are more stupid
than birds and animals because they think slowly and haven't much to
talk about."
"Balzac, Honoré de","
SCENE SIXTH.
The same persons, and Raoul."
"Austen, Jane","“None that I know of, so efficacious.” (returned Augusta)."
"Baum, L. Frank (Lyman Frank)","""No one asked you to come,"" declared Queen Coo-ee-oh. ""It is my
business to settle this dispute, not yours. You say my island is a part
of the Land of Oz, which you rule, but that is all nonsense, for I've
never heard of the Land of Oz, nor of you. You say you are a fairy, and
that fairies gave you command over me. I don't believe it! What I do
believe is that you are an impostor and have come here to stir up
trouble among my people, who are already becoming difficult to manage.
You two girls may even be spies of the vile Flatheads, for all I know,
and may be trying to trick me. But understand this,"" she added, proudly
rising from her jeweled throne to confront them, ""I have magic powers
greater than any fairy possesses, and greater than any Flathead
possesses. I am a Krumbic Witch--the only Krumbic Witch in the
world--and I fear the magic of no other creature that exists! You say
you rule thousands. I rule one hundred and one Skeezers. But every one
of them trembles at my word. Now that Ozma of Oz and Princess Dorothy
are here, I shall rule one hundred and three subjects, for you also
shall bow before my power. More than that, in ruling you I also rule
the thousands you say you rule."""
"Alcott, Louisa May","""Remember that she has no time to be pretty, and be glad she is so neat
and willing. Shall we read, dear? I'm ready now."""
"Balzac, Honoré de","The Duke
Say no more, Albert; did you not hear that Monsieur de Frescas is a
highly accomplished young man?"
"Balzac, Honoré de","Vautrin
You are an architect, and have a proposal to make to me; but I have
already received most excellent offers."
"Baum, L. Frank (Lyman Frank)",
"Baum, L. Frank (Lyman Frank)","""May I go with you?"" asked Dorothy, eagerly."
"Baum, L. Frank (Lyman Frank)","These useful pills made the college very popular and taught the boys
and girls of Oz their lessons in the easiest possible way. In spite of
this, Professor Wogglebug was not a favorite outside his college, for
he was very conceited and admired himself so much and displayed his
cleverness and learning so constantly, that no one cared to associate
with him. Ozma found him of value in her councils, nevertheless."
"Alcott, Louisa May","""I'm eighteen. I took the place of a teacher who got sick last fall, and
I kept school all winter. Folks seemed to like me, and I'm going to have
the same place this year. I'm so glad, for I needn't go away, and the
pay is pretty good, as the school is large and the children do well. You
can see the school-house down the valley, that red brick one where the
roads meet;"" and Becky pointed a floury finger, with an air of pride
that was pleasant to see."
"Balzac, Honoré de","Vautrin
Well! I reign in the region below."
"Austen, Jane","“You are certainly under no obligation to marry him answered her
Ladyship, except that which love himself will dictate to you, for if I
am not greatly mistaken you are at this very moment unknown to
yourself, cherishing a most tender affection for him.”"
"Austen, Jane","
Cook
Here is the bill of fare."
"Balzac, Honoré de","Vautrin
You are right. We must leave off entangling ourselves in the web of
falsehoods more or less agreeable; we must speak the truth."
"Barrie, J. M. (James Matthew)",No answer.
"Austen, Jane","“My Father’s house is situated in Bedfordshire, my Aunt’s in Middlesex,
and tho’ I flatter myself with being a tolerable proficient in
Geography, I know not how it happened, but I found myself entering this
beautifull Vale which I find is in South Wales, when I had expected to
have reached my Aunts.”"
"Barrie, J. M. (James Matthew)",
"Balzac, Honoré de","The Duchess
Yes, sir, the documents are unassailable."
"Balzac, Honoré de","The Duchesse de Montsorel
It is he! And this man is making him the tool in some sinister
undertaking. (She approaches the marquis) My son--"
"Baum, L. Frank (Lyman Frank)","Glinda smiled again, but the Wizard said to the girls:"
"Balzac, Honoré de","The Duchess
Silence, sir."
"Balzac, Honoré de","
SCENE SEVENTH.
The Duke, the Duchess and the Marquis."
"Balzac, Honoré de","The Duke
People can only gossip about those whom they know well."
"Baum, L. Frank (Lyman Frank)","She was only a girl, but there was dignity in her pose and speech which
impressed the Su-dic."
"Baum, L. Frank (Lyman Frank)","""Let them alone!"" repeated Ervic."
"Balzac, Honoré de","The Duke (with a sign to his son to leave them)
Say on, sir."
"Alcott, Louisa May","""You never need fear to lose it; we will see to that if you will let
us,"" began Mrs. Spenser, who was both a rich and a generous woman."
"Barrie, J. M. (James Matthew)","""But, I haven't,"" said Urquhart."
"Baum, L. Frank (Lyman Frank)","""Hasn't she any heart, then?"" asked Dorothy."
"Balzac, Honoré de","The Duke
Madame, unless you hand me this certificate, your Fernand will have
serious cause for alarm. As soon as you returned to France you secured
the document, and are trying to employ it as a weapon against me. You
desire to obtain for your son a fortune and a name which do not belong
to him; to secure his admission into a family, whose race has up to my
time been kept pure by wives of stainless reputation, a family which
has never formed a single mesalliance--"
"Austen, Jane",The Author
"Balzac, Honoré de","Vautrin
What did you do with the dozen of gold spoons that went with the glass
of Madeira?"
"Baum, L. Frank (Lyman Frank)","In a beautiful throne room, surrounded by a dozen or more young men and
women, sat the Queen of the Skeezers, Coo-ee-oh. She was a girl who
looked older than Ozma or Dorothy--fifteen or sixteen, at least--and
although she was elaborately dressed as if she were going to a ball she
was too thin and plain of feature to be pretty. But evidently Queen
Coo-ee-oh did not realize this fact, for her air and manner betrayed
her as proud and haughty and with a high regard for her own importance.
Dorothy at once decided she was ""snippy"" and that she would not like
Queen Coo-ee-oh as a companion."
"Baum, L. Frank (Lyman Frank)","Within this dome was a little village, with houses, streets, gardens
and parks. The houses were of colored marbles, prettily designed, with
many stained-glass windows, and the streets and gardens seemed well
cared for. Exactly under the center of the lofty dome was a small park
filled with brilliant flowers, with an elaborate fountain, and facing
this park stood a building larger and more imposing than the others.
Toward this building the young men escorted Ozma and Dorothy."
"Austen, Jane",“Pray go on.” said I. She did so.
"Austen, Jane","“Alas! (exclaimed I) how am I to avoid those evils I shall never be
exposed to? What probability is there of my ever tasting the
Dissipations of London, the Luxuries of Bath, or the stinking Fish of
Southampton? I who am doomed to waste my Days of Youth and Beauty in an
humble Cottage in the Vale of Uske.”"
"Baum, L. Frank (Lyman Frank)","When they were seated Lady Aurex asked if they were hungry, and finding
they were summoned a maid and ordered food to be brought."
"Austen, Jane","
THE FIRST ACT OF A COMEDY"
"Balzac, Honoré de","(Vautrin half opens with caution a French casement that leads to the
garden, where he has been listening to the preceding conversation.)"
"Austen, Jane","
LETTER the 13th
LAURA in continuation"
"Austen, Jane",My Dear Peggy
"Baum, L. Frank (Lyman Frank)","""You are a magic-worker, a sorceress, a witch!"""
"Balzac, Honoré de","The Duke
But there are a great many ladies interested in him."
"Baum, L. Frank (Lyman Frank)","""I suppose you are aware it is unlawful to practice magic in the Land
of Oz, without the permission of our Ruler, Princess Ozma?"""
"Austen, Jane","
LESLEY CASTLE
AN UNFINISHED NOVEL IN LETTERS"
"Barrie, J. M. (James Matthew)","""Yes, I turned him into a cat, but he said he would rather be a cat than
a girl. You see he's not much more than a baby--though I was writing
books at his age."""
"Balzac, Honoré de","The Duke
Why, my dear sir, the power you seem to exercise is something terrible
and wonderful."
"Alcott, Louisa May","""I like children; we have none at home, and Mamma makes such a baby of
me I'm almost ashamed sometimes. I want her to have a good rest now, for
she has taken care of me all winter and needs it. You shall be my nurse,
if I need one; but I hope to be so well soon that I can see to myself.
It's so tiresome to be ill!"" and Emily sighed as she leaned back among
her pillows, with a glance at the little glass which showed her a thin
face and shorn head."
"Balzac, Honoré de","Inez
To thank you, sir? My father tells me, that among other missions you
have received is that of marrying me to a certain Signor Amoagos,
without any regard to my inclinations."
"Baum, L. Frank (Lyman Frank)","""Well,"" said Trot, ""Scraps says that if you could dry up all the water
in the lake the island would be on dry land, an' everyone could come
and go whenever they liked."""
"Baum, L. Frank (Lyman Frank)","""Hooray!"" cried the Su-dic, dancing up and down with wicked glee. ""My
poor wife, Rora, is avenged at last. You made her a Golden Pig,
Coo-ee-oh, and now I have made you a Diamond Swan. Float on your lake
forever, if you like, for your web feet can do no more magic and you
are as powerless as the Pig you made of my wife!"
"Baum, L. Frank (Lyman Frank)","""Go to sleep,"" said Ervic to his companions. ""I'll stay awake and
watch, for we may be rescued in some unexpected way."""
"Baum, L. Frank (Lyman Frank)","Ozma smiled at her little friend's earnest counsel, but Lady Aurex said
in an anxious tone:"
"Baum, L. Frank (Lyman Frank)","""Pretty bad--pretty bad!"" said the Scarecrow sorrowfully."
"Baum, L. Frank (Lyman Frank)","The reason I mention the little Wizard of Oz last is because he was the
most important man in the Land of Oz. He wasn't a big man in size but
he was a man in power and intelligence and second only to Glinda the
Good in all the mystic arts of magic. Glinda had taught him, and the
Wizard and the Sorceress were the only ones in Oz permitted by law to
practice wizardry and sorcery, which they applied only to good uses and
for the benefit of the people."
"Austen, Jane","“Aye, and a fine one too I think—(feeling it, as by her permission I
seated myself by her) I dare say it is all very smart—But I must own,
for you know I always speak my mind, that I think it was quite a
needless piece of expence—Why could not you have worn your old striped
one? It is not my way to find fault with People because they are poor,
for I always think that they are more to be despised and pitied than
blamed for it, especially if they cannot help it, but at the same time
I must say that in my opinion your old striped Gown would have been
quite fine enough for its Wearer—for to tell you the truth (I always
speak my mind) I am very much afraid that one half of the people in the
room will not know whether you have a Gown on or not—But I suppose you
intend to make your fortune to night—. Well, the sooner the better; and
I wish you success.”"
"Balzac, Honoré de","The Duchesse de Christoval
He is really a very agreeable man, but if your doubts were well
founded, I confess, my dear duke, I should be very sorry to receive
any further visits from him."
"Balzac, Honoré de","Inez
Unreasonable? Who knows whether it be so or not? You believe him to be
an adventurer, I believe he is a gentleman, and we have nothing to
refute either view."
"Baum, L. Frank (Lyman Frank)","""When Coo-ee-oh used the boat in which she attacked the Flatheads, she
first commanded the basement door to open and with her followers she
got into the boat and made the top close over them. Then the basement
door being closed, the outer door was slowly opened, letting the water
fill the room to float the boat, which then left the island, keeping
under water."""
"Balzac, Honoré de","(Vautrin wears a brown coat, blue trousers, and a black waistcoat. His
hair is short and he is got up as an imitation of Napoleon in undress.
As he enters he abruptly puts out the candle and draws the slide of
his dark lantern.)"
"Balzac, Honoré de","The Duke
What! That princess! That heiress! You alarm me, my friend."
"Barrie, J. M. (James Matthew)","We dress far too heavily. The fact is, that we would be a much healthier
people if we wore less clothing. Ladies especially wrap themselves up
too much, with the result that their blood does not circulate freely.
Coats, ulsters, and other wraps, cause far more colds than they prevent."
"Balzac, Honoré de","Raoul
Vautrin!"
"Alcott, Louisa May","The musical chime of a distant clock reminded her that supper time was
near, and she sprang up as if much refreshed by this pleasant rest by
the way-side. As she pulled out her handkerchief, a little roll of pale
blue ribbon fell from her pocket, and Emily caught it up, exclaiming
mischievously, ""Are you going to make yourself fine next Sunday, when
Moses Pennel calls, Becky?"""
"Austen, Jane","
Streph:)
You drove me from Staines to this place, from whence I mean to go to
Town to marry Chloe. How much is your due?"
"Balzac, Honoré de","Saint-Charles
That would have been impossible, for such a course would ruin me."
"Balzac, Honoré de",(Exit Inez.)
"Baum, L. Frank (Lyman Frank)","""I know you think I can't do it,"" replied Dorothy, ""but I'm going to
try."""
"Baum, L. Frank (Lyman Frank)","
Queen Coo-ee-oh dropped the rope, tottered and fell headlong into the
water, sinking beneath the surface, while the Skeezers in the submarine
were too bewildered toassist her and only stared at the ripples in the
water where she had disappeared. A moment later there arose to the
surface a beautiful White Swan. This Swan was of large size, very
gracefully formed, and scattered all over its white feathers were tiny
diamonds, so thickly placed that as the rays of the morning sun fell
upon them the entire body of the Swan glistened like one brilliant
diamond. The head of the Diamond Swan had a bill of polished gold and
its eyes were two sparkling amethysts."
"Baum, L. Frank (Lyman Frank)","""I dare not tell you why, but if the Flatheads come to-morrow morning
you will yourselves see the reason."""
"Austen, Jane","Chloe reads
2 Ducks, a leg of beef, a stinking partridge, and a tart.—I will have
the leg of beef and the partridge."
"Baum, L. Frank (Lyman Frank)","""Now let us see what Coo-ee-oh will do to oppose them,"" continued Lady
Aurex, in a voice that betrayed her excitement."
"Baum, L. Frank (Lyman Frank)","""Yes, I am quite sure that is the upper end of the pillar that supports
the island. I noticed it when I first came here. It has been hollowed
out, you see, and something has been burned in the basin, for the fire
has left its marks. I wondered what was under the great basin and got
several of the Skeezers to come up here and try to lift it for me. They
were strong men, but could not move it at all."""
"Barrie, J. M. (James Matthew)","Though Grizel was thus a little prejudiced against the captain, he had
not been a day in the house when we began to feel the honor that his
visit conferred on us. He was modest almost to the verge of shyness; but
it was the modesty that is worn by a man who knows he can afford it.
While Peterkin was there Rawlins had no need to boast, for Peterkin did
the boasting for him. When, however, the captain exerted himself to
talk, Peterkin was contented to retire into the shade and gaze at him.
He would look at all of us from his seat in the background, and note how
Rawlins was striking us. Peterkin's face as he gazed upon that of the
captain went far beyond the rapture of a lover singing to his mistress's
eyebrow. He fetched and carried for him, anticipated his wants as if
Rawlins were an invalid, and bore his rebukes meekly. When Rawlins
thought that Peterkin was speaking too much, he had merely to tell him
to shut up, when Peterkin instantly collapsed. We noticed one great
change in Peterkin. Formerly, when he came home for the holidays he had
strongly objected to making what he called drawing-room calls, but all
that was changed. Now he went from house to house, showing the captain
off. ""This is Rawlins,"" remained his favorite form of introduction. He
is a boy who can never feel comfortable in a drawing-room, and so the
visits were generally of short duration. They had to go because they
were due in another house in a quarter of an hour, or he had promised to
let Jemmy Clinker, who is our local cobbler and a great cricketer, see
Rawlins. When a lady engaged the captain in conversation, Peterkin did
not scruple to sign to her not to bother him too much; and if they were
asked to call again, Peterkin said he couldn't promise. There was a
remarkable thing the captain could do to a walking stick, which Peterkin
wanted him to do everywhere. It consisted in lying flat on the floor and
then raising yourself in an extraordinary way by means of the stick. I
believe it is a very difficult feat, and the only time I saw our guest
prevailed upon to perform it he looked rather apoplectic. Sometimes he
would not do it, apparently because he was not certain whether it was a
dignified proceeding. He found it very hard, nevertheless, to resist the
temptation, and it was the glory of Peterkin to see him yield to it.
From certain noises heard in Peterkin's bedroom it is believed that he
is practicing the feat himself."
"Balzac, Honoré de","Vautrin
Ah! People know themselves only in their virtues, and are austere for
others alone. But in myself I see but infamy--in him the heart of
honor. And yet was he found by me on the highroad from Toulon to
Marseilles, the route of the convict. He was twelve years old, without
bread, and in rags."
"Baum, L. Frank (Lyman Frank)","""Don't do it! Don't consent to the transformation,"" urged Ervic."
"Baum, L. Frank (Lyman Frank)","At the entrance of the palace Ozma and Dorothy were met by two other
young men, in uniform and armed with queer weapons that seemed about
halfway between pistols and guns, but were like neither. Their
conductors bowed and left them, and the two in uniforms led the girls
into the palace."
"Austen, Jane","
LETTER the SIXTH
LADY LESLEY to Miss CHARLOTTE LUTTERELL"
"Balzac, Honoré de","Inez (to Vautrin)
The confidence my father has reposed in you ensures you a warm
welcome; but, general, you have won my gratitude by your promptness in
allaying our anxieties."
"Baum, L. Frank (Lyman Frank)","
by"
"Barrie, J. M. (James Matthew)","""You may well ask,"" said Peter, ""why I return to it."""
"Barrie, J. M. (James Matthew)","In that case the reason of your change of action is obvious. But why do
you not let your wife know that you have been reading? This is another
matter that you never reason about. Perhaps, it is because of your
craving for sympathy, and you fear that if you were seen enjoying a
novel the sympathy would go. Or, perhaps, it is that a holiday in bed is
never perfect without a secret. Monotony must be guarded against, and so
long as you keep the book to yourself your holiday in bed is a healthy
excitement. A stolen book (as we may call it) is like stolen fruit,
sweeter than what you can devour openly. The boy enjoys his stolen
apple, because at any moment he may have to slip it down the leg of his
trousers, and pretend that he has merely climbed the tree to enjoy the
scenery. You enjoy your book doubly because you feel that it is a
forbidden pleasure. Or, do you conceal the book from your wife lest she
should think that you are over-exerting yourself? She must not be made
anxious on your account. Ah, that is it."
"Baum, L. Frank (Lyman Frank)","""I prefer to stay here,"" said Ervic."
"Austen, Jane","“Much superior Ma’am in point of Beauty.” She sighed. I longed to know
for why."
"Baum, L. Frank (Lyman Frank)","Around the Emerald City the country is thickly settled in every
direction, but the farther away you get from the city the fewer people
there are, until those parts that border on the desert have small
populations. Also those faraway sections are little known to the Oz
people, except in the south, where Glinda lives and where Dorothy has
often wandered on trips of exploration."
"Baum, L. Frank (Lyman Frank)","""We need not walk after all,"" said Ozma. So they stood still in their
places and let the steel bridge draw them onward. Indeed, the bridge
drew them well into the glass-domed building which covered the island,
and soon they found themselves standing in a marble room where two
handsomely dressed young men stood on a platform to receive them."
"Baum, L. Frank (Lyman Frank)","Seeing that his people had rebelled the Su-dic ran away and tried to
hide, but the Adepts found him and had him cast into a prison, all his
cans of brains being taken away from him."
"Austen, Jane","Your friend Mr Millar called upon us yesterday in his way to Bath,
whither he is going for his health; two of his daughters were with him,
but the eldest and the three Boys are with their Mother in Sussex.
Though you have often told me that Miss Millar was remarkably handsome,
you never mentioned anything of her Sisters’ beauty; yet they are
certainly extremely pretty. I’ll give you their description.—Julia is
eighteen; with a countenance in which Modesty, Sense and Dignity are
happily blended, she has a form which at once presents you with Grace,
Elegance and Symmetry. Charlotte who is just sixteen is shorter than
her Sister, and though her figure cannot boast the easy dignity of
Julia’s, yet it has a pleasing plumpness which is in a different way as
estimable. She is fair and her face is expressive sometimes of softness
the most bewitching, and at others of Vivacity the most striking. She
appears to have infinite Wit and a good humour unalterable; her
conversation during the half hour they set with us, was replete with
humourous sallies, Bonmots and repartees; while the sensible, the
amiable Julia uttered sentiments of Morality worthy of a heart like her
own. Mr Millar appeared to answer the character I had always received
of him. My Father met him with that look of Love, that social Shake,
and cordial kiss which marked his gladness at beholding an old and
valued freind from whom thro’ various circumstances he had been
separated nearly twenty years. Mr Millar observed (and very justly too)
that many events had befallen each during that interval of time, which
gave occasion to the lovely Julia for making most sensible reflections
on the many changes in their situation which so long a period had
occasioned, on the advantages of some, and the disadvantages of others.
From this subject she made a short digression to the instability of
human pleasures and the uncertainty of their duration, which led her to
observe that all earthly Joys must be imperfect. She was proceeding to
illustrate this doctrine by examples from the Lives of great Men when
the Carriage came to the Door and the amiable Moralist with her Father
and Sister was obliged to depart; but not without a promise of spending
five or six months with us on their return. We of course mentioned you,
and I assure you that ample Justice was done to your Merits by all.
“Louisa Clarke (said I) is in general a very pleasant Girl, yet
sometimes her good humour is clouded by Peevishness, Envy and Spite.
She neither wants Understanding or is without some pretensions to
Beauty, but these are so very trifling, that the value she sets on her
personal charms, and the adoration she expects them to be offered are
at once a striking example of her vanity, her pride, and her folly.” So
said I, and to my opinion everyone added weight by the concurrence of
their own."
"Baum, L. Frank (Lyman Frank)","""As for that,"" said the Su-dic, again angry, ""I made a law that any of
my people could catch fish in the Lake of the Skeezers, whenever they
wanted to. So the trouble was through the Skeezers defying my law."""
"Balzac, Honoré de","The Duchess
I promise to keep secret both your name and your visit."
"Austen, Jane","Post:
Sir, I accept your offer."
"Alcott, Louisa May","So each symbolical plant stood in its own place, and lived its appointed
life. The delicate fern grew in the conservatory among tea-roses and
camellias, adding grace to every bouquet of which it formed a part,
whether it faded in a ball-room, or was carefully cherished by some poor
invalid's bed-side,--a frail thing, yet with tenacious roots and strong
stem, nourished by memories of the rocky nook where it had learned its
lesson so well. The mountain-laurel clung to the bleak hillside,
careless of wintry wind and snow, as its sturdy branches spread year by
year, with its evergreen leaves for Christmas cheer, its rosy flowers
for spring-time, its fresh beauty free to all as it clothed the wild
valley with a charm that made a little poem of the lovely spot where the
pines whispered, woodbirds sang, and the hidden brook told the sweet
message it brought from the mountain-top where it was born."
"Baum, L. Frank (Lyman Frank)","The maidens exchanged smiles now, and the golden-haired one, Audah,
said to Glinda:"
"Balzac, Honoré de","Vautrin
There are no buts with me. If there is any dark business to be done I
have my ""trusties"" and old allies. Have you been long in this place?"
"Balzac, Honoré de","Lafouraille
Upon the youngster's safety I will stake my head! Philosopher has put
buskins on his hands and frills on his feet, he cannot stir hand or
foot, and will be given up only to me. As for the other, who could
help it? Poor Giroflee cannot resist strong liquors, and Blondet knew
it."
"Baum, L. Frank (Lyman Frank)","They could hear the Skeezers cheering lustily in the streets of the
village as they realized that they were saved."
"Balzac, Honoré de","Saint-Charles
What next?"
"Barrie, J. M. (James Matthew)","""But I told you I could eat nothing."""
"Balzac, Honoré de","Raoul
To game no more, to come home tipsy no more, to shun the menagerie of
the opera, to become serious, to study, to desire a position in life,
this you call dissimulation."
"Baum, L. Frank (Lyman Frank)","""You can only make laws to govern your own people,"" asserted Ozma
sternly. ""I, alone, am empowered to make laws that must be obeyed by
all the peoples of Oz."""
"Balzac, Honoré de","Raoul
Your congratulations? I accept them (they shake hands) in the same
spirit as that in which they are offered."
"Baum, L. Frank (Lyman Frank)",The little Wizard seemed to think that this was rather a forlorn hope.
"Balzac, Honoré de","Joseph
I haven't heard a word. The duchess seems to take very little interest
in it."
"Balzac, Honoré de","Vautrin
An income of twelve thousand francs, the title of prince, grandeur,
and amassed wealth are not things to be contemplated with melancholy."
"Austen, Jane","BY A PARTIAL, PREJUDICED, AND IGNORANT HISTORIAN."
"Barrie, J. M. (James Matthew)","""Oh, yes."""
"Balzac, Honoré de","The Duke
On the contrary, I should like you to speak out, so that I may know
what secrets you will permit us to keep."
"Austen, Jane","I have received Letters from you and your Mother-in-law within this
week which have greatly entertained me, as I find by them that you are
both downright jealous of each others Beauty. It is very odd that two
pretty Women tho’ actually Mother and Daughter cannot be in the same
House without falling out about their faces. Do be convinced that you
are both perfectly handsome and say no more of the Matter. I suppose
this letter must be directed to Portman Square where probably (great as
is your affection for Lesley Castle) you will not be sorry to find
yourself. In spite of all that people may say about Green fields and
the Country I was always of opinion that London and its amusements must
be very agreable for a while, and should be very happy could my
Mother’s income allow her to jockey us into its Public-places, during
Winter. I always longed particularly to go to Vaux-hall, to see whether
the cold Beef there is cut so thin as it is reported, for I have a sly
suspicion that few people understand the art of cutting a slice of cold
Beef so well as I do: nay it would be hard if I did not know something
of the Matter, for it was a part of my Education that I took by far the
most pains with. Mama always found me _her_ best scholar, tho’ when
Papa was alive Eloisa was _his_. Never to be sure were there two more
different Dispositions in the World. We both loved Reading. _She_
preferred Histories, and I Receipts. She loved drawing, Pictures, and I
drawing Pullets. No one could sing a better song than she, and no one
make a better Pye than I.—And so it has always continued since we have
been no longer children. The only difference is that all disputes on
the superior excellence of our Employments _then_ so frequent are now
no more. We have for many years entered into an agreement always to
admire each other’s works; I never fail listening to _her_ Music, and
she is as constant in eating my pies. Such at least was the case till
Henry Hervey made his appearance in Sussex. Before the arrival of his
Aunt in our neighbourhood where she established herself you know about
a twelvemonth ago, his visits to her had been at stated times, and of
equal and settled Duration; but on her removal to the Hall which is
within a walk from our House, they became both more frequent and
longer. This as you may suppose could not be pleasing to Mrs Diana who
is a professed enemy to everything which is not directed by Decorum and
Formality, or which bears the least resemblance to Ease and
Good-breeding. Nay so great was her aversion to her Nephews behaviour
that I have often heard her give such hints of it before his face that
had not Henry at such times been engaged in conversation with Eloisa,
they must have caught his Attention and have very much distressed him.
The alteration in my Sisters behaviour which I have before hinted at,
now took place. The Agreement we had entered into of admiring each
others productions she no longer seemed to regard, and tho’ I
constantly applauded even every Country-dance, she played, yet not even
a pidgeon-pye of my making could obtain from her a single word of
approbation. This was certainly enough to put any one in a Passion;
however, I was as cool as a cream-cheese and having formed my plan and
concerted a scheme of Revenge, I was determined to let her have her own
way and not even to make her a single reproach. My scheme was to treat
her as she treated me, and tho’ she might even draw my own Picture or
play Malbrook (which is the only tune I ever really liked) not to say
so much as “Thank you Eloisa;” tho’ I had for many years constantly
hollowed whenever she played, _Bravo_, _Bravissimo_, _her_, _Da capo_,
_allegretto con expressione_, and _Poco presto_ with many other such
outlandish words, all of them as Eloisa told me expressive of my
Admiration; and so indeed I suppose they are, as I see some of them in
every Page of every Music book, being the sentiments I imagine of the
composer."
"Balzac, Honoré de","Buteux
But I bowl over with a knife."
"Alcott, Louisa May","""This is not poetry, my dear girls, though the lines run smoothly
enough, and the sentiment is sweet. It would bring neither fame nor
money, and Rebecca puts more real truth, beauty, and poetry into her
dutiful daily life than in any lines she has written."""
"Balzac, Honoré de","Raoul
Am I in the hands of a demon, or of an angel? You have brought me up
without debauching the generous instincts I feel within me; you have
enlightened without dazzling me; you have given me the experience of
the old, without depriving me of the graces of youth; but it is not
with impunity that you have whetted the edge of my intellect, expanded
my view, roused my perspicacity. Tell me, what is the source of your
wealth, is it an honorable one? Why do you forbid me to confess to you
the sufferings of my childhood? Why have you given me the name of the
village where you found me? Why do you prevent me from searching out
my father and mother? Why do you bow me down under a load of
falsehoods? An orphan may rouse the interest of people; an imposter,
never. I live in a style which makes me a equal to the son of a duke
or a peer; you have educated me well, without expense to the state;
you have launched me into the empyrean of the world, and now they
fling into my face the declaration, that there are no longer such
people as De Frescas in existence. I have been asked who my family
are, and you have forbidden me to answer. I am at once a great
nobleman and a pariah. I must swallow insults which would drive me to
rend alive marquises and dukes; rage fills my heart; I should like to
fight twenty duels, and to die. Do you wish me to suffer any further
insults? No more secrets for me! Prometheus of hell, either finish
your work, or shatter it to pieces!"
"Baum, L. Frank (Lyman Frank)","""Tell us how to make the boat go--how to get back into the island,""
begged Ervic and the others cried just as earnestly: ""Tell us,
Coo-ee-oh; tell us!"""
"Baum, L. Frank (Lyman Frank)","""I wish you would,"" answered Ozma seriously. ""You see, Glinda, if these
are Oz people they are my subjects and I cannot allow any wars or
troubles in the Land I rule, if I can possibly help it."""
"Austen, Jane","
LETTER the FOURTH
From Miss C. LUTTERELL to Miss M. LESLEY"
"Barrie, J. M. (James Matthew)","The sailor undoubtedly did joke. He seemed to look on the coming event
as the most comical affair in the world's history, and when he spoke of
it he slapped his knees and roared. But there was daily fresh evidence
that he was devoted to Lizzie."
"Austen, Jane","
Chorus"
"Baum, L. Frank (Lyman Frank)",So they both entered the boat and seated themselves.
"Baum, L. Frank (Lyman Frank)","""Oh, yes; on several occasions. But Coo-ee-oh doesn't care to do that
often, for it requires a lot of hard work to operate the machinery. The
dome was built so that the island could disappear. I think,"" she
continued, ""that our Queen fears the Flatheads will attack the island
and try to break the glass of the dome."""
"Austen, Jane","Hostess to Cook
If their Honours in the Moon ask for the bill of fare, give it them."
"Baum, L. Frank (Lyman Frank)","""Even my purple kitten couldn't climb 'em,"" remarked Dorothy, gazing
upward."
"Balzac, Honoré de","
SCENE SEVENTH."
"Barrie, J. M. (James Matthew)","Country lanes are stuffy and unhealthy, owing to the sun not getting
free ingress into them. They should, therefore, be avoided by all who
value their health."
"Balzac, Honoré de","Lafouraille
That remains to be seen; for I am still alive."
"Baum, L. Frank (Lyman Frank)","""Tell us, Coo-ee-oh,"" said Glinda earnestly, ""if you can recall enough
of your witchcraft to enable us to raise the sunken island to the
surface of the lake. Tell us that and I'll give you a string of pearls
to wear around your neck and add to your beauty."""
"Baum, L. Frank (Lyman Frank)","""Tell us the reason,"" said Ozma earnestly."
"Baum, L. Frank (Lyman Frank)","""It seems a shame, after we have made the boat obey us, to be balked by
just a marble door,"" grumbled the Wizard."
"Balzac, Honoré de","The Duke
My dear sir--"
"Alcott, Louisa May","""Our laurel is jest in blow, and I'm real glad you come in time to see
it. I'll bring you a lot, as soon's ever I get time to go for it."""
"Balzac, Honoré de","The Duke
Chevalier de Saint-Charles, to order you to do this would be unworthy
of me, and to ask for such an order is quite unworthy of you."
"Baum, L. Frank (Lyman Frank)",
"Baum, L. Frank (Lyman Frank)","""Also make us Adepts at Magic,"" added the bronzefish."
"Baum, L. Frank (Lyman Frank)",Glinda turned upon the boy sternly.
"Baum, L. Frank (Lyman Frank)","""If you promise to make us three beautiful girls, we will consent,""
said the goldfish."
"Baum, L. Frank (Lyman Frank)","The three Adepts could not avoid laughing merrily, for not only were
they amused by the queer form of the Patchwork Girl, but Trot's
enthusiastic speech struck them as really funny. If the Great Sorceress
and the famous Wizard and the three talented Adepts at Magic were
unable as yet to solve the important problem of the sunken isle, there
was little chance for a patched girl stuffed with cotton to succeed."
"Baum, L. Frank (Lyman Frank)","""She is. The Skeezers did it and so I have declared war on them. In
revenge for making my wife a Pig I intend to ruin their Magic Island
and make the Skeezers the slaves of the Flatheads!"""
